,"English prices and wages, 1209-1914 (Gregory Clark)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(grams of Ag per metric) = (grams of Ag per £) * (pence per English)  /((pence per £)*(metric per English)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,0.326,,,,7.076,,,1.183,1.378,,1.090,0.501,0.588,,,2.597,,0.930,4.825,,,,,,,0.605,3.415,,91.360,,7.087,1.369,13.924,,3.570,,1.228,7.300,,,,,4.029,0.166,0.178,9.742,3.904,,0.584,,3.753,,,2.230,0.795,,11.159,9.734,,,,,1.251,6.158,,,0.887,,,,,,,0.671,0.686,,,2.555,2.483,,3.284,4.929,3.449,,172.6,169.8,,1481,0.079,,,,5.007,,,1.845,2.150,,0.022,0.781,0.110,,,21.701,,7.770,40.323,,,,,,,0.428,28.538,,142.523,,59.226,,21.721,,30.313,,1.915,5.649,,,,,6.286,0.259,0.043,1.821,55.257,,0.141,,5.854,,,3.479,1.240,,0.279,0.136,,,,,23.427,4.357,,,1.384,,,,,,,1.505,0.165,,,3.987,23.059,,2.324,3.488,2.441
1482,0.584,,,2.339,6.294,,,1.258,1.269,,1.287,0.501,,,,2.571,,1.028,4.276,,,,,,,0.640,3.651,,26.500,,5.631,1.264,17.414,,3.570,,1.078,6.407,5.445,,20.000,,3.740,0.193,0.269,9.437,4.608,1.862,0.847,12.793,4.524,,,2.461,1.950,,21.767,15.742,0.947,25.909,,,1.123,,,2.134,0.985,6.225,,,,,7.019,0.740,0.930,,,3.360,2.412,,3.280,5.037,3.447,,172.6,169.8,,1482,0.141,,,0.437,4.454,,,1.963,1.980,,0.026,0.781,,,,21.485,,8.593,35.739,,,,,,,0.453,30.517,,41.340,,47.065,,27.167,,30.313,,1.682,4.958,,,4.819,,5.835,0.301,0.065,1.764,65.209,15.815,0.204,19.958,7.058,,,3.839,3.042,,0.543,0.219,,1.845,,,21.014,,,18.124,1.537,9.710,,,,,15.745,1.659,0.224,,,5.242,22.402,,2.321,3.564,2.439
1483,0.594,,,2.750,6.175,,,1.234,1.495,3.732,1.041,0.569,,,,2.309,,1.028,,,,,,,,0.605,3.808,0.521,18.000,,5.363,,,,3.570,,0.988,7.974,,,,,3.625,0.165,0.218,8.568,3.467,1.880,0.922,16.020,3.780,,,2.326,,,8.156,14.681,0.733,,0.333,,,,,2.338,0.862,4.990,,,,,,1.054,1.189,,1.474,2.641,2.771,,4.562,4.902,3.281,,172.6,169.8,,1483,0.143,,,0.514,4.369,,,1.926,2.332,5.822,0.021,0.887,,,,19.300,,8.593,,,,,,,,0.428,31.827,0.812,28.080,,44.820,,,,30.313,,1.542,6.170,,,,,5.656,0.257,0.052,1.602,49.061,15.966,0.222,24.991,5.897,,,3.628,,,0.204,0.204,,,2.824,,,,,19.852,1.344,7.784,,,,,,2.365,0.286,,36.848,4.120,25.733,,3.228,3.469,2.322
1484,0.462,,,3.258,9.056,,,1.187,1.411,,0.984,0.573,,,,1.868,,0.832,,,,,,,,,3.059,,,,4.745,1.379,15.873,,3.570,,1.535,6.613,18.512,,,,3.669,0.166,0.173,10.460,4.561,2.670,0.783,17.255,3.750,,,,,,,18.381,1.226,,,,,,,2.752,1.130,,,,,,,,0.844,,,3.295,,,3.572,5.083,3.343,,172.6,169.8,,1484,0.111,,,0.609,6.408,,,1.852,2.201,,0.020,0.894,,,,15.615,,6.952,,,,,,,,,25.568,,,,39.660,,24.762,,30.313,,2.394,5.117,,,,,5.724,0.259,0.042,1.955,64.549,22.672,0.189,26.918,5.850,,,,,,,0.256,,,,,,,,23.371,1.763,,,,,,,,0.203,,,5.141,,,2.528,3.597,2.365
1485,0.377,,,2.518,7.957,,,1.187,1.228,4.818,0.994,0.573,0.491,,,1.868,,0.832,,,,,,,,0.564,2.615,0.173,,,4.307,0.973,15.534,,3.570,,1.048,7.755,5.146,,,,3.756,0.169,0.173,8.195,4.047,2.673,0.594,14.365,3.500,,,1.578,,,11.247,18.469,1.132,26.670,,,1.702,,,2.888,1.113,,,,,,,1.054,0.631,,,3.381,2.631,,3.849,4.769,3.322,,172.6,169.8,,1485,0.091,,,0.471,5.630,,,1.852,1.915,7.516,0.020,0.894,0.092,,,15.615,,6.952,,,,,,,,0.399,21.857,0.270,,,35.997,,24.233,,30.313,,1.635,6.001,,,,,5.859,0.263,0.042,1.532,57.275,22.693,0.143,22.410,5.460,,,2.462,,,0.281,0.257,,1.899,,,31.858,,,24.524,1.737,,,,,,,2.365,0.152,,,5.274,24.432,,2.724,3.374,2.351
1486,0.286,,,,7.254,,,1.203,1.319,5.526,1.019,0.629,,,,1.868,,0.832,,,,,,,,,,0.198,,,4.205,1.074,16.907,,3.570,,1.453,7.354,,,24.000,,3.507,0.148,0.156,9.004,,3.021,0.517,17.068,3.979,,,,,,,13.672,1.318,24.000,,,1.838,,,1.771,1.522,,,,,,,0.749,0.583,,1.790,2.653,3.064,,3.699,5.008,3.517,,172.6,169.8,,1486,0.069,,,,5.133,,,1.876,2.058,8.620,0.020,0.981,,,,15.615,,6.952,,,,,,,,,,0.308,,,35.146,,26.376,,30.313,,2.267,5.691,,,5.783,,5.470,0.231,0.038,1.683,,25.652,0.125,26.627,6.208,,,,,,,0.190,,1.709,,,34.401,,,15.040,2.374,,,,,,,1.681,0.140,,44.744,4.139,28.449,,2.617,3.544,2.489
1487,0.377,,,2.587,8.755,,,1.212,1.254,5.067,0.921,0.493,,,,1.512,,0.673,,,,,,,,,4.036,0.310,,,8.757,,,,3.570,,1.348,,7.199,,,,3.085,0.150,0.186,8.727,,3.524,0.505,13.475,2.420,,,,,,14.930,18.381,0.672,,,,,,,,1.101,2.848,,,,,,0.819,0.720,,,2.423,2.746,,4.251,4.815,3.217,,172.6,169.8,,1487,0.091,,,0.484,6.195,,,1.890,1.956,7.905,0.018,0.770,,,,12.634,,5.625,,,,,,,,,33.735,0.484,,,73.189,,,,30.313,,2.102,,,,,,4.812,0.235,0.045,1.631,,29.925,0.122,21.021,3.775,,,,,,0.373,0.256,,,,,,,,,1.718,4.443,,,,,,1.837,0.174,,,3.780,25.502,,3.008,3.407,2.277
1488,0.326,,,2.580,6.108,,,1.002,1.313,4.958,0.892,0.518,,,,1.868,,0.832,,,,,,,,0.601,,0.296,,,3.003,1.830,13.924,,3.570,,1.437,6.412,,,,,4.088,0.126,0.173,11.262,3.918,3.326,0.329,,3.500,,,,,,,13.653,1.267,,,,,6.928,,2.143,1.193,,,,,,6.606,0.756,0.713,,1.790,2.166,2.644,,2.774,5.054,3.544,,172.6,169.8,,1488,0.079,,,0.482,4.322,,,1.564,2.048,7.734,0.018,0.808,,,,15.615,,6.952,,,,,,,,0.426,,0.462,,,25.096,,21.721,,30.313,,2.243,4.962,,,,,6.377,0.196,0.042,2.105,55.442,28.239,0.079,,5.460,,,,,,,0.190,,,,,,4.902,,18.200,1.862,,,,,,14.819,1.697,0.172,,44.744,3.379,24.554,,1.963,3.576,2.508
1489,0.415,,,2.734,6.474,,,,1.298,4.364,1.082,0.503,,,,1.713,,0.763,,,,,,,,,4.421,,,,5.886,1.235,13.039,,3.570,,1.378,6.346,3.680,,,,4.025,0.164,0.219,9.996,4.405,3.000,0.356,14.606,3.640,,,1.973,,,14.604,18.105,1.280,28.983,,,,,,2.773,1.058,5.736,,,,,4.482,0.825,0.707,,2.251,2.195,2.703,,2.932,5.090,3.871,,172.6,169.8,,1489,0.100,,,0.511,4.581,,,,2.025,6.807,0.022,0.785,,,,14.318,,6.375,,,,,,,,,36.946,,,,49.193,,20.340,,30.313,,2.149,4.911,,,,,6.279,0.255,0.053,1.869,62.340,25.474,0.086,22.786,5.679,,,3.078,,,0.365,0.252,,2.064,,,,,,23.544,1.650,8.948,,,,,10.054,1.851,0.170,,56.274,3.424,25.102,,2.074,3.602,2.739
1490,0.328,,,2.814,4.841,,,1.235,1.170,4.428,1.038,0.485,,,,2.331,3.405,0.861,,,,,,,,,4.160,,,,6.318,1.252,14.421,,3.478,,1.288,6.021,3.971,1.330,10.954,,3.573,0.151,0.186,8.790,3.307,2.330,0.401,9.894,3.956,,,0.626,,,18.474,19.207,1.293,36.670,,,1.742,4.384,,2.378,0.879,8.437,,,,,,0.872,0.697,,,2.078,2.385,,2.719,5.113,3.142,,172.6,169.8,,1490,0.079,,,0.526,3.425,,,1.926,1.825,6.908,0.021,0.757,,,,19.480,28.457,7.199,,,,,,,,,34.771,,,,52.805,,22.497,,29.536,,2.009,4.659,,0.249,2.640,,5.573,0.236,0.045,1.643,46.805,19.785,0.097,15.435,6.171,,,0.977,,,0.461,0.268,,2.611,,,32.616,3.102,,20.196,1.372,13.161,,,,,,1.957,0.168,,,3.241,22.148,,1.924,3.618,2.224
1491,0.384,,,3.205,6.290,,,1.187,1.165,4.645,1.062,0.471,,,,2.075,3.454,0.673,,,,,,,5.330,,4.319,0.183,,,7.647,1.175,14.918,,3.478,,1.371,6.613,5.259,1.355,,,3.940,0.166,0.195,15.783,3.874,1.884,0.580,,3.433,,,2.762,,,14.604,20.367,1.420,31.059,,,1.640,,,2.305,0.959,,,,,,5.038,0.892,0.735,,,2.074,2.644,,2.507,5.111,3.676,,172.6,169.8,,1491,0.092,,,0.599,4.451,,,1.852,1.817,7.247,0.021,0.734,,,,17.342,28.863,5.625,,,,,,,0.996,,36.098,0.285,,,63.911,,23.273,,29.536,,2.139,5.117,,0.253,,,6.146,0.259,0.047,2.950,54.825,16.001,0.140,,5.355,,,4.309,,,0.365,0.284,,2.212,,,30.698,,,19.576,1.496,,,,,,11.300,2.002,0.177,,,3.236,24.554,,1.774,3.617,2.601
1492,0.374,,,2.842,13.862,,,1.178,1.484,4.636,0.997,0.482,,,,1.512,,0.673,,,,,,,,0.750,4.172,0.283,,,4.451,1.116,16.615,,3.478,,1.707,6.537,,,,,3.502,0.167,0.221,10.907,3.510,2.494,0.433,12.128,3.433,,,0.710,,,17.519,11.393,1.089,24.000,,,,,,2.237,,,,,,,30.823,0.874,0.745,,1.634,2.470,2.580,,5.091,4.842,3.464,,172.6,169.8,,1492,0.090,,,0.531,9.809,,,1.837,2.316,7.233,0.020,0.752,,,,12.634,,5.625,,,,,,,,0.531,34.866,0.441,,,37.201,,25.920,,29.536,,2.663,5.058,,,,,5.464,0.261,0.053,2.039,49.680,21.179,0.104,18.919,5.355,,,1.107,,,0.437,0.159,,1.709,,,,,,18.998,,,,,,,69.141,1.961,0.180,,40.851,3.853,23.959,,3.602,3.426,2.451
1493,0.388,,,2.764,8.248,,,1.500,1.180,,0.877,0.450,,,,1.868,,0.832,,,,,,,,0.741,3.955,0.159,13.000,,4.279,1.263,15.735,,3.478,,,6.998,,,,,3.525,,0.156,10.907,3.819,2.670,,12.352,4.000,,,1.310,1.295,,8.725,9.667,0.803,,,,2.053,,,2.143,0.876,4.245,,,,,6.482,0.841,0.622,,,2.166,2.561,,,5.342,3.619,,172.6,169.8,,1493,0.093,,,0.517,5.837,,,2.340,1.841,,0.018,0.703,,,,15.615,,6.952,,,,,,,,0.524,33.054,0.248,20.280,,35.759,,24.547,,29.536,,,5.415,,,,,5.498,,0.038,2.039,54.045,22.672,,19.270,6.240,,,2.044,2.020,,0.218,0.135,,,,,38.441,,,18.200,1.366,6.622,,,,,14.541,1.886,0.150,,,3.379,23.782,,,3.780,2.561
1494,0.287,,,2.984,7.580,,,,1.169,4.762,0.926,,,,,1.984,,0.673,3.891,,,,,,,0.721,3.943,0.139,,,4.923,1.445,14.289,,3.478,,1.532,7.354,,,,,3.626,0.138,0.170,8.745,4.071,,0.385,11.678,,,,3.207,,,14.968,19.368,0.598,30.000,,,,,,2.143,1.119,,,,,,,0.909,0.587,,1.790,2.417,2.771,,3.693,4.953,3.529,,172.6,169.8,,1494,0.069,,,0.558,5.364,,,,1.823,7.429,0.019,,,,,16.581,,5.625,32.519,,,,,,,0.510,32.954,0.216,,,41.140,,22.291,,29.536,,2.389,5.691,,,,,5.656,0.215,0.041,1.635,57.612,,0.093,18.219,,,,5.003,,,0.374,0.270,,2.136,,,,,,18.200,1.746,,,,,,,2.039,0.141,,44.744,3.770,25.733,,2.613,3.504,2.497
1495,0.267,,,2.620,12.299,,,1.483,1.092,,0.962,0.562,,,,2.064,2.704,0.795,3.244,,,,,,,0.611,3.053,0.109,44.000,,5.803,1.045,,,3.478,,1.430,6.944,4.912,,9.275,,4.098,0.164,0.168,10.821,3.918,1.987,0.319,11.678,4.330,,,1.192,1.170,,,13.505,0.657,,,13.000,1.885,6.000,,2.757,0.902,3.891,,,,,5.607,0.911,0.563,,1.677,1.984,2.649,1.500,3.460,5.370,3.388,,172.6,169.8,,1495,0.064,,,0.490,8.703,,,2.314,1.704,,0.019,0.877,,,,17.249,22.603,6.644,27.112,,,,,,,0.432,25.517,0.170,68.641,,48.501,,,,29.536,,2.230,5.373,,,2.235,,6.393,0.256,0.040,2.023,55.442,16.876,0.077,18.219,6.755,,,1.860,1.825,,,0.188,,,,20.280,35.288,4.246,,23.407,1.408,6.070,,,,,12.577,2.044,0.136,,41.928,3.094,24.597,1.061,2.448,3.800,2.397
1496,0.258,,,2.546,3.845,,,,1.142,4.566,0.979,,,,,2.049,2.807,0.808,,,,,,,,0.564,3.607,0.256,,,8.134,1.009,13.401,,3.478,,1.390,6.097,4.458,,15.000,,3.250,0.147,0.208,10.561,3.779,2.170,0.339,14.076,,,,,,,18.212,10.254,0.767,15.000,,,1.640,3.395,,3.123,1.086,2.648,,,,,7.845,1.044,0.502,,2.142,2.586,2.448,,3.604,5.074,3.414,,172.6,169.8,,1496,0.062,,,0.476,2.721,,,,1.781,7.123,0.020,,,,,17.129,23.456,6.752,,,,,,,,0.399,30.150,0.400,,,67.979,,20.906,,29.536,,2.168,4.718,,,3.614,,5.070,0.230,0.050,1.974,53.479,18.426,0.082,21.959,,,,,,,0.455,0.143,,1.068,,,30.698,2.402,,26.518,1.694,4.131,,,,,17.598,2.342,0.121,,53.552,4.034,22.732,,2.550,3.590,2.416
1497,0.275,,,3.513,8.328,,,1.363,1.103,4.410,1.050,,,,,1.866,,0.831,,,,,,,5.879,,3.480,0.214,,,7.077,1.139,14.339,,3.478,,1.413,6.745,,2.075,,,3.057,0.162,0.201,9.777,3.137,2.332,0.334,,3.153,,,1.775,2.075,,21.330,8.143,0.934,28.832,,12.000,1.482,4.926,,2.577,0.902,,,,,,6.193,0.790,0.761,,1.790,2.560,2.607,2.000,3.118,5.049,3.365,,172.6,169.8,,1497,0.066,,,0.657,5.893,,,2.127,1.721,6.880,0.021,,,,,15.596,,6.944,,,,,,,1.099,,29.082,0.334,,,59.146,,22.369,,29.536,,2.205,5.220,,0.388,,,4.769,0.252,0.048,1.828,44.398,19.805,0.080,,4.919,,,2.770,3.237,,0.532,0.113,,2.053,,18.720,27.736,3.486,,21.881,1.408,,,,,,13.893,1.772,0.183,,44.744,3.994,24.206,1.415,2.206,3.573,2.381
1498,0.297,,,2.430,6.634,,,1.264,1.067,4.848,1.117,0.463,,,,1.804,2.758,0.819,2.232,,,,,,5.657,0.661,3.126,0.238,25.500,,7.238,1.003,11.526,,3.478,,1.176,7.146,5.715,1.634,,,3.639,0.174,0.255,9.905,3.451,2.809,0.340,,4.317,,,1.448,1.560,,17.815,11.256,1.316,24.670,,,,4.476,,2.824,1.183,,,,,,,0.760,0.667,,,2.048,2.570,,3.442,5.071,3.367,,172.6,169.8,,1498,0.072,,,0.454,4.694,,,1.972,1.665,7.563,0.022,0.723,,,,15.078,23.050,6.849,18.658,,,,,,1.057,0.468,26.125,0.371,39.780,,60.488,,17.982,,29.536,,1.835,5.530,,0.305,,,5.676,0.271,0.061,1.852,48.845,23.851,0.082,,6.735,,,2.259,2.434,,0.445,0.157,,1.757,,,,3.167,,23.980,1.845,,,,,,,1.704,0.161,,,3.195,23.866,,2.436,3.588,2.383
1499,0.319,,,2.780,7.415,,,1.436,1.146,4.243,1.083,0.419,,,,2.192,,0.976,,,,,,,4.000,0.917,3.853,0.251,,,9.130,3.447,,,3.478,,1.078,6.499,,1.017,,,3.778,0.166,0.264,10.561,4.058,2.331,0.607,,4.440,,,,,,11.546,11.387,0.720,26.670,,,,4.926,,3.711,0.867,5.179,,,,,,0.722,0.672,,,2.544,2.782,,4.022,4.983,3.306,,172.6,169.8,,1499,0.077,,,0.520,5.247,,,2.240,1.787,6.618,0.022,0.654,,,,18.320,,8.157,,,,,,,0.748,0.649,32.200,0.391,,,76.307,,,,29.536,,1.682,5.029,,0.190,,,5.893,0.259,0.064,1.974,57.424,19.793,0.146,,6.926,,,,,,0.288,0.159,,1.899,,,,3.486,,31.514,1.352,8.079,,,,,,1.620,0.162,,,3.969,25.833,,2.846,3.526,2.339
1500,0.306,0.299,,3.024,18.483,,,1.249,1.122,4.243,0.965,0.462,,,,,,,,,,,,,4.000,0.833,3.887,0.219,,,5.599,1.190,11.346,,3.436,,0.988,6.944,2.983,1.017,9.000,,3.620,0.160,0.199,10.588,3.661,3.000,0.360,24.220,4.000,,,,1.170,,11.627,11.954,0.786,25.558,,,1.310,,,2.482,0.991,,,,,,,0.757,0.583,,1.790,2.034,2.669,,3.174,4.902,3.217,,172.6,169.8,,1500,0.074,0.072,,0.565,13.079,,,1.948,1.751,6.618,0.019,0.720,,,,,,,,,,,,,0.748,0.590,32.483,0.342,,,46.798,,17.700,,29.178,,1.542,5.373,,0.190,2.169,,5.647,0.249,0.048,1.979,51.808,25.474,0.087,37.784,6.240,,,,1.825,,0.290,0.167,,1.820,,,24.519,,,21.074,1.546,,,,,,,1.699,0.140,,44.744,3.173,24.783,,2.246,3.469,2.276
1501,0.309,,,2.999,7.936,,,1.686,1.064,3.987,1.203,0.479,,,,,,,,,,,,,4.000,0.790,3.401,0.221,,,5.297,1.077,15.913,,3.436,,1.048,6.820,1.506,1.017,,,3.330,0.196,0.232,10.927,3.670,2.043,,20.887,4.330,,,1.744,,,8.538,13.161,0.744,26.670,,,1.264,1.824,,2.543,0.881,,,,,,,0.828,0.917,,,2.362,2.662,,3.457,4.768,3.318,,172.6,169.8,,1501,0.075,,,0.561,5.615,,,2.631,1.660,6.220,0.024,0.747,,,,,,,,,,,,,0.748,0.559,28.420,0.345,,,44.271,,24.824,,29.178,,1.635,5.278,,0.190,,,5.195,0.306,0.056,2.043,51.935,17.347,,32.585,6.755,,,2.721,,,0.213,0.183,,1.899,,,23.666,1.291,,21.593,1.374,,,,,,,1.857,0.221,,,3.685,24.724,,2.446,3.374,2.348
1502,0.386,0.271,,2.887,9.150,,,1.250,1.142,5.705,1.008,0.716,,,,1.964,,0.874,,,,,,,4.000,0.667,3.287,0.300,20.000,,5.510,1.167,13.401,,3.436,,1.211,6.659,5.270,1.426,12.000,,3.440,0.169,0.215,10.258,3.318,2.452,0.527,19.764,4.330,,,1.635,1.560,,10.383,14.037,0.568,26.670,,15.151,1.342,4.926,,2.925,1.101,2.868,,,,,1.385,0.702,0.975,,1.647,2.467,2.771,,3.359,4.873,3.337,,172.6,169.8,,1502,0.093,0.065,,0.540,6.475,,,1.950,1.782,8.900,0.020,1.116,,,,16.411,,7.307,,,,,,,0.748,0.472,27.470,0.468,31.200,,46.054,,20.906,,29.178,,1.890,5.153,,0.267,2.892,,5.367,0.264,0.052,1.917,46.950,20.824,0.127,30.831,6.755,,,2.550,2.434,,0.259,0.196,,1.899,,23.636,25.127,3.486,,24.835,1.718,4.474,,,,,3.106,1.575,0.235,,41.182,3.849,25.733,,2.377,3.448,2.361
1503,0.318,0.278,,2.798,5.909,,,1.168,1.168,4.429,1.109,0.422,,,,2.616,,,3.904,,,,,,4.000,0.750,4.229,0.393,,,5.852,1.136,13.924,,3.436,,1.500,6.496,3.543,1.017,,,3.271,,0.250,10.061,2.810,2.261,,13.384,,,,,,,6.714,11.393,0.635,30.000,,,,4.266,,3.100,0.685,3.000,,,,,,0.743,0.854,,1.136,2.361,3.311,,3.865,4.721,3.233,,172.6,169.8,,1503,0.077,0.067,,0.523,4.181,,,1.823,1.822,6.909,0.022,0.658,,,,21.860,,,32.627,,,,,,0.748,0.531,35.346,0.612,,,48.907,,21.721,,29.178,,2.340,5.027,,0.190,,,5.103,,0.060,1.881,39.768,19.195,,20.879,,,,,,,0.168,0.159,,2.136,,,,3.019,,26.323,1.068,4.680,,,,,,1.666,0.206,,28.396,3.683,30.750,,2.735,3.340,2.287
1504,0.383,0.384,,2.740,5.585,,,,1.233,4.049,1.036,0.506,,,,2.569,,,3.835,,,,,,4.000,0.775,2.869,0.276,16.000,,6.895,1.128,,,3.436,,1.264,,3.462,1.017,28.376,,3.005,0.166,0.235,10.188,3.569,2.519,0.551,16.612,3.721,,,,,,9.424,13.174,0.505,25.564,0.370,,,2.000,,3.199,0.826,2.689,,,,,5.615,0.728,0.883,,1.370,2.305,2.849,,3.350,5.050,3.280,,172.6,169.8,,1504,0.092,0.093,,0.512,3.952,,,,1.923,6.317,0.021,0.790,,,,21.474,,,32.051,,,,,,0.748,0.549,23.982,0.431,24.960,,57.626,,,,29.178,,1.972,,,0.190,6.838,,4.687,0.259,0.057,1.904,50.502,21.386,0.133,25.915,5.804,,,,,,0.235,0.183,,1.820,3.145,,,1.415,,27.165,1.289,4.195,,,,,12.596,1.633,0.213,,34.245,3.596,26.458,,2.371,3.573,2.321
1505,0.411,,,2.430,6.621,,,1.145,1.233,4.394,0.977,0.459,,,,,,,,,,,,,4.000,,2.624,0.293,,,7.209,,28.123,,3.436,,1.078,7.021,,1.017,,,3.683,0.166,0.267,11.009,3.626,2.238,,15.145,4.512,,,,,,17.851,13.445,0.584,,,,1.486,4.926,,2.944,0.997,3.060,,,,,3.943,0.827,0.706,,,2.530,2.647,2.000,3.032,5.003,3.488,,172.6,169.8,,1505,0.099,,,0.454,4.685,,,1.785,1.924,6.854,0.020,0.715,,,,,,,,,,,,,0.748,,21.933,0.458,,,60.252,,43.873,,29.178,,1.682,5.433,,0.190,,,5.745,0.259,0.064,2.058,51.317,19.006,,23.627,7.039,,,,,,0.446,0.187,,,,,27.815,3.486,,24.995,1.556,4.774,,,,,8.844,1.855,0.170,,,3.947,24.578,1.415,2.145,3.540,2.468
1506,0.384,0.376,,2.110,7.532,,,1.094,1.061,3.707,0.904,0.502,,,,1.964,,0.874,,,,,,,4.000,1.062,3.288,0.221,15.000,,,,,,3.436,,1.307,7.615,4.165,0.993,,,3.554,0.166,0.210,12.331,4.003,1.732,0.342,12.577,,,,1.687,,,18.474,15.112,0.559,27.312,,,1.360,,,2.323,1.020,2.933,,,,,5.946,0.740,0.683,,1.790,1.958,2.516,,3.460,4.853,3.528,,172.6,169.8,,1506,0.093,0.091,,0.394,5.330,,,1.706,1.655,5.783,0.018,0.783,,,,16.411,,7.307,,,,,,,0.748,0.752,27.483,0.345,23.400,,,,,,29.178,,2.038,5.893,,0.186,,,5.544,0.259,0.051,2.305,56.645,14.707,0.082,19.620,,,,2.632,,,0.461,0.210,,1.945,,,25.464,,,19.722,1.591,4.576,,,,,13.337,1.659,0.165,,44.744,3.055,23.365,,2.448,3.434,2.497
1507,0.265,0.352,,2.668,6.156,,,1.121,1.070,3.301,1.009,0.506,,,,1.981,2.424,0.874,,,,,,,4.000,0.833,3.661,0.253,,,5.308,1.330,,,3.436,,1.218,8.098,4.287,1.260,,,3.041,,0.221,9.804,3.736,,0.448,12.494,4.447,,,1.603,,,26.400,13.945,0.326,,,,0.950,3.695,,2.031,0.842,3.000,,,,,7.599,0.792,0.709,,1.084,1.871,2.572,,3.471,5.349,3.345,,172.6,169.8,,1507,0.064,0.085,,0.499,4.356,,,1.749,1.669,5.150,0.020,0.790,,,,16.557,20.255,7.307,,,,,,,0.748,0.590,30.600,0.394,,,44.361,,,,29.178,,1.899,6.267,,0.235,,,4.743,,0.053,1.833,52.879,,0.108,19.491,6.938,,,2.501,,,0.659,0.194,,,,,17.791,2.614,,17.247,1.313,4.680,,,,,17.045,1.777,0.171,,27.095,2.919,23.882,,2.456,3.785,2.367
1508,0.323,0.311,,2.418,4.569,,,1.024,1.124,3.389,1.037,0.479,,,,1.879,2.179,0.874,,,,,,,,1.002,3.473,0.250,,,5.723,1.301,16.751,,3.436,,1.018,7.362,3.462,0.961,11.000,,3.332,0.213,0.228,11.955,3.366,1.756,0.400,15.072,4.330,,,1.603,,,18.670,12.837,0.613,26.231,0.387,,1.896,6.000,,2.452,0.743,3.430,,,,,4.684,0.529,0.747,,1.410,2.305,2.813,,3.308,4.946,3.394,,172.6,169.8,,1508,0.078,0.075,,0.452,3.233,,,1.597,1.754,5.288,0.021,0.747,,,,15.700,18.212,7.307,,,,,,,,0.709,29.025,0.390,,,47.827,,26.132,,29.178,,1.588,5.697,,0.180,2.651,,5.198,0.332,0.055,2.235,47.639,14.907,0.096,23.512,6.755,,,2.501,,,0.466,0.179,,1.868,3.285,,35.496,4.246,,20.820,1.159,5.351,,,,,10.508,1.188,0.180,,35.245,3.596,26.124,,2.341,3.500,2.402
1509,0.397,0.253,,2.693,7.202,,,1.246,1.153,3.796,1.056,0.485,,,,1.985,2.432,0.874,,,,,,,4.000,0.833,3.372,0.218,32.000,,5.304,1.183,,,3.436,,1.354,10.585,8.228,1.017,,,2.862,0.147,0.209,10.117,3.428,1.637,0.426,,,,,1.032,,,10.602,13.205,0.453,,0.387,12.410,1.666,,,3.158,0.763,3.000,,,,,4.429,0.765,0.394,,1.235,2.569,2.771,0.944,3.326,4.856,3.455,,172.6,169.8,,1509,0.096,0.061,,0.503,5.096,,,1.943,1.798,5.922,0.021,0.757,,,,16.586,20.326,7.307,,,,,,,0.748,0.590,28.180,0.340,49.920,,44.329,,,,29.178,,2.113,8.191,,0.190,,,4.465,0.230,0.050,1.891,48.511,13.903,0.103,,,,,1.610,,,0.265,0.184,,,3.285,19.359,31.183,,,26.819,1.191,4.680,,,,,9.935,1.716,0.095,,30.888,4.008,25.733,0.668,2.353,3.436,2.444
1510,0.329,0.253,,2.689,6.381,,,1.381,1.198,3.796,1.146,0.485,,,,,,,,,,,,,4.000,0.686,3.102,0.213,80.000,,6.425,1.054,,,3.726,,1.078,5.923,7.889,1.163,15.000,,3.411,,0.200,10.479,3.633,1.834,0.422,10.930,4.880,,,1.371,,,11.152,13.304,0.971,25.670,,11.120,1.533,2.828,,2.196,0.902,2.620,,,,,4.749,0.827,0.450,,1.250,2.645,2.663,,3.442,5.058,3.498,,172.6,169.8,,1510,0.079,0.061,,0.503,4.515,,,2.154,1.870,5.922,0.023,0.757,,,,,,,,,,,,,0.748,0.485,25.928,0.332,124.801,,53.700,,,,31.639,,1.682,4.584,,0.217,3.614,,5.321,,0.048,1.959,51.418,15.571,0.102,17.051,7.613,,,2.138,,,0.278,0.185,,1.828,,17.347,28.695,2.001,,18.647,1.408,4.087,,,,,10.652,1.855,0.108,,31.263,4.127,24.726,,2.436,3.579,2.475
