
="Levant et Barbarie # Textile manuf",="52.50***",="51.81***",="51.60***",="51.02***",="27.33",="50.31**"
="",="(7.47)",="(7.31)",="(7.35)",="(7.19)",="(1.71)",="(3.19)"

="Levant et Barbarie # Various manuf",="48.57***",="49.28***",="48.25***",="49.37***",="23.47",="48.06**"
="",="(7.30)",="(7.35)",="(7.21)",="(7.29)",="(1.50)",="(3.12)"

="Nord # European foodstuff and beverage",="26.42***",="29.12***",="26.47***",="28.95***",="1.573",="28.23"
="",="(4.73)",="(5.18)",="(4.73)",="(5.12)",="(0.10)",="(1.80)"

="Nord # Other",="15.21*",="17.56*",="14.63*",="16.76*",="-10.28",="15.77"
="",="(2.18)",="(2.51)",="(2.09)",="(2.38)",="(-0.64)",="(1.00)"

="Nord # Plantation foodstuff",="11.65",="-23.02",="11.29",="-23.06",="-12.49",="-21.92"
="",="(1.44)",="(-1.85)",="(1.43)",="(-1.82)",="(-0.75)",="(-1.16)"

="Nord # Raw mat fuel oils",="20.25**",="23.48***",="19.85**",="22.81***",="-5.821",="21.19"
="",="(3.27)",="(3.81)",="(3.20)",="(3.67)",="(-0.37)",="(1.37)"

="Nord # Textile manuf",="26.70***",="29.26***",="26.08***",="28.33***",="1.560",="27.76"
="",="(3.81)",="(4.13)",="(3.72)",="(3.99)",="(0.10)",="(1.76)"

="Nord # Various manuf",="25.26***",="29.23***",="25.05***",="29.00***",="0.0225",="27.84"
="",="(4.04)",="(4.66)",="(3.98)",="(4.58)",="(0.00)",="(1.83)"

="Portugal # European foodstuff and beverage",="4.225",="4.286",="4.618",="4.494",="-19.19",="4.578"
="",="(0.57)",="(0.55)",="(0.62)",="(0.58)",="(-1.15)",="(0.28)"

="Portugal # Other",="-7.324",="-7.628",="-7.524",="-8.014",="-31.31",="-8.172"
="",="(-0.85)",="(-0.86)",="(-0.88)",="(-0.90)",="(-1.88)",="(-0.49)"

="Portugal # Plantation foodstuff",="-9.587",="-44.63***",="-9.613",="-44.14**",="-32.29",="-42.23*"
="",="(-1.02)",="(-3.37)",="(-1.04)",="(-3.22)",="(-1.87)",="(-2.15)"

="Portugal # Raw mat fuel oils",="-0.292",="0.295",="-0.428",="-0.0785",="-25.00",="-0.889"
="",="(-0.04)",="(0.04)",="(-0.06)",="(-0.01)",="(-1.53)",="(-0.05)"

="Portugal # Textile manuf",="4.038",="3.949",="3.657",="3.285",="-19.75",="3.553"
