
="",="(10.71)",="(9.89)",="(10.14)",="(10.90)"

="Levant et Barbarie # Coffee # year",="-0.0269***",="-0.0259***",="-0.0158*",="-0.0207**"
="",="(-4.25)",="(-4.17)",="(-2.19)",="(-2.96)"

="Levant et Barbarie # Eau de vie # year",="0.0354***",="0.0365***",="0.0367***",="0.0366***"
="",="(5.79)",="(5.97)",="(5.89)",="(6.16)"

="Levant et Barbarie # Other # year",="-0.0215***",="-0.0204***",="-0.0240***",="-0.0218***"
="",="(-5.51)",="(-5.73)",="(-6.24)",="(-6.02)"

="Levant et Barbarie # Sugar # year",="-0.0391***",="-0.0383***",="-0.0259*",="-0.0339**"
="",="(-4.00)",="(-3.92)",="(-2.53)",="(-3.03)"

="Levant et Barbarie # Wine # year",="0.0215***",="0.0226***",="0.0209***",="0.0219***"
="",="(4.16)",="(4.54)",="(3.75)",="(4.06)"

="Nord # Coffee # year",="-0.0273***",="-0.0260***",="-0.0146",="-0.0196**"
="",="(-4.04)",="(-3.89)",="(-1.95)",="(-2.74)"

="Nord # Eau de vie # year",="0.0183**",="0.0198***",="0.0196***",="0.0195***"
="",="(3.23)",="(3.46)",="(3.62)",="(3.66)"

="Nord # Other # year",="0.0142***",="0.0157***",="0.0134***",="0.0160***"
="",="(4.12)",="(4.37)",="(3.60)",="(4.32)"

="Nord # Sugar # year",="-0.0319***",="-0.0306***",="-0.0166**",="-0.0249***"
="",="(-5.45)",="(-5.27)",="(-2.59)",="(-4.25)"

="Nord # Wine # year",="0.00730*",="0.00882**",="0.00795**",="0.00895***"
="",="(2.37)",="(3.04)",="(2.82)",="(3.30)"

="Portugal # Coffee # year",="-0.0305***",="-0.0265***",="-0.0164",="-0.0213*"
="",="(-3.72)",="(-3.39)",="(-1.82)",="(-2.51)"

="Portugal # Eau de vie # year",="0.0529***",="0.0607***",="0.0654***",="0.0653***"
="",="(4.05)",="(4.15)",="(3.55)",="(3.55)"

="Portugal # Other # year",="-0.00149",="0.00230",="-0.00147",="0.000998"
="",="(-0.30)",="(0.50)",="(-0.29)",="(0.20)"

="Portugal # Sugar # year",="-0.0534***",="-0.0490***",="-0.0377**",="-0.0450***"
