
="Suisse # Sugar # year",="0.0589",="0.0642",="0.0313",="0.0414"
="",="(0.83)",="(0.90)",="(0.44)",="(0.58)"

="Suisse # Wine # year",="0.121",="0.126",="0.143*",="0.133"
="",="(1.70)",="(1.76)",="(2.02)",="(1.87)"

="États-Unis d'Amérique # Coffee # year",="0.887***",="0.896***",="0.853***",="0.874***"
="",="(5.57)",="(5.56)",="(5.36)",="(5.48)"

="États-Unis d'Amérique # Eau de vie # year",="0.305",="0.313",="0.365*",="0.369*"
="",="(1.91)",="(1.94)",="(2.29)",="(2.31)"

="États-Unis d'Amérique # Other # year",="0.129",="0.137",="0.0498",="0.0432"
="",="(0.81)",="(0.85)",="(0.31)",="(0.27)"

="États-Unis d'Amérique # Sugar # year",="0.914***",="0.922***",="0.945***",="0.963***"
="",="(5.74)",="(5.73)",="(5.94)",="(6.04)"

="États-Unis d'Amérique # Wine # year",="0.857***",="0.866***",="0.812***",="0.799***"
="",="(5.38)",="(5.37)",="(5.11)",="(5.01)"

="Coffee # 0",="",="",="0",="0"
="",="",="",="(.)",="(.)"

="Coffee # Blockade",="",="",="3.467",="2.570"
="",="",="",="(1.48)",="(1.68)"

="Coffee # Mercantilist_War",="",="",="1.824",="5.052***"
="",="",="",="(1.22)",="(4.79)"

="Eau de vie # 0",="",="",="-330.1",="-314.2"
="",="",="",="(-1.05)",="(-1.00)"

="Eau de vie # Blockade",="",="",="-342.2",="-321.9"
="",="",="",="(-1.09)",="(-1.02)"

="Eau de vie # Mercantilist_War",="",="",="-326.6",="-311.7"
="",="",="",="(-1.04)",="(-0.99)"

="Other # 0",="",="",="269.5",="305.1"
="",="",="",="(0.86)",="(0.97)"

="Other # Blockade",="",="",="264.7",="301.9"
="",="",="",="(0.84)",="(0.96)"

="Other # Mercantilist_War",="",="",="269.2",="303.4"
="",="",="",="(0.86)",="(0.97)"

="Sugar # 0",="",="",="-1362.4***",="-1372.3***"
="",="",="",="(-4.34)",="(-4.36)"

="Sugar # Blockade",="",="",="-1357.1***",="-1366.2***"
="",="",="",="(-4.33)",="(-4.34)"

="Sugar # Mercantilist_War",="",="",="-1354.6***",="-1362.2***"
="",="",="",="(-4.32)",="(-4.33)"

="Wine # 0",="",="",="-1127.6***",="-1079.0***"
="",="",="",="(-3.59)",="(-3.43)"

="Wine # Blockade",="",="",="-1131.9***",="-1080.9***"
="",="",="",="(-3.61)",="(-3.44)"

="Wine # Mercantilist_War",="",="",="-1124.5***",="-1078.7***"
="",="",="",="(-3.59)",="(-3.43)"

="Coffee # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Coffee # Blockade # year_of_war",="",="",="-0.151",=""
="",="",="",="(-0.29)",=""

="Coffee # Mercantilist_War # year_of_war",="",="",="1.031**",=""
="",="",="",="(3.05)",=""

="Eau de vie # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Eau de vie # Blockade # year_of_war",="",="",="1.248*",=""
="",="",="",="(2.41)",=""

="Eau de vie # Mercantilist_War # year_of_war",="",="",="-0.325",=""
="",="",="",="(-0.96)",=""

="Other # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Other # Blockade # year_of_war",="",="",="0.422",=""
="",="",="",="(0.81)",=""

="Other # Mercantilist_War # year_of_war",="",="",="-0.472",=""
="",="",="",="(-1.40)",=""

="Sugar # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Sugar # Blockade # year_of_war",="",="",="0.321",=""
="",="",="",="(0.62)",=""

="Sugar # Mercantilist_War # year_of_war",="",="",="0.712*",=""
="",="",="",="(2.11)",=""

="Wine # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Wine # Blockade # year_of_war",="",="",="0.617",=""
="",="",="",="(1.19)",=""

="Wine # Mercantilist_War # year_of_war",="",="",="-0.878**",=""
="",="",="",="(-2.60)",=""

="Constant",="-399.7**",="-422.1***",="-353.7**",="-377.6**"
="",="(-3.17)",="(-3.31)",="(-2.80)",="(-2.98)"

="Observations",="2755",="2755",="2755",="2755"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
