
="Outre-mers # Textile manuf",="",="",="",="",="21.52***",="21.10**"
="",="",="",="",="",="(3.32)",="(3.24)"

="Outre-mers # Various manuf",="",="",="",="",="20.34***",="19.99***"
="",="",="",="",="",="(3.48)",="(3.40)"

="États-Unis d'Amérique # European foodstuff and beverage",="",="",="",="",="-110.5***",="-112.1***"
="",="",="",="",="",="(-8.82)",="(-8.74)"

="États-Unis d'Amérique # Other",="",="",="",="",="-98.86***",="-100.7***"
="",="",="",="",="",="(-7.43)",="(-7.41)"

="États-Unis d'Amérique # Plantation foodstuff",="",="",="",="",="-84.51***",="-119.7***"
="",="",="",="",="",="(-6.23)",="(-8.55)"

="États-Unis d'Amérique # Raw mat fuel oils",="",="",="",="",="-99.64***",="-101.8***"
="",="",="",="",="",="(-7.37)",="(-7.38)"

="États-Unis d'Amérique # Textile manuf",="",="",="",="",="-98.15***",="-99.93***"
="",="",="",="",="",="(-7.51)",="(-7.47)"

="États-Unis d'Amérique # Various manuf",="",="",="",="",="-99.81***",="-101.5***"
="",="",="",="",="",="(-7.78)",="(-7.73)"

="Allemagne # year",="",="",="",="",="0.00926***",="0.00908***"
="",="",="",="",="",="(3.45)",="(3.39)"

="Outre-mers # year",="",="",="",="",="0.00390",="0.00388"
="",="",="",="",="",="(1.77)",="(1.75)"

="États-Unis d'Amérique # year",="",="",="",="",="0.0699***",="0.0706***"
="",="",="",="",="",="(10.38)",="(10.23)"

="war=1 # European foodstuff and beverage",="",="",="",="",="0.0533",="0.0541"
="",="",="",="",="",="(0.62)",="(0.63)"

="war=1 # Other",="",="",="",="",="0.0843",="0.0850"
="",="",="",="",="",="(0.77)",="(0.77)"

="war=1 # Plantation foodstuff",="",="",="",="",="-0.252",="-0.143"
="",="",="",="",="",="(-1.41)",="(-0.89)"

="war=1 # Raw mat fuel oils",="",="",="",="",="0.306*",="0.307*"
="",="",="",="",="",="(2.41)",="(2.41)"

="war=1 # Textile manuf",="",="",="",="",="0.111",="0.112"
="",="",="",="",="",="(1.53)",="(1.54)"

="war=1 # Various manuf",="",="",="",="",="0.202",="0.203"
="",="",="",="",="",="(1.85)",="(1.86)"

="Allemagne # break=1",="",="",="",="",="",="95.38**"
="",="",="",="",="",="",="(2.64)"

="Outre-mers # break=1",="",="",="",="",="",="92.74*"
="",="",="",="",="",="",="(2.55)"

="États-Unis d'Amérique # break=1",="",="",="",="",="",="90.67*"
="",="",="",="",="",="",="(2.49)"

="Constant",="10.13",="10.72*",="9.911",="10.61*",="-24.02***",="-23.62***"
="",="(1.93)",="(2.03)",="(1.89)",="(2.00)",="(-5.58)",="(-5.47)"

="Observations",="4697",="4697",="4697",="4697",="6074",="6074"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
