
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="Nord # year",="0.00516",="",="",="",="",=""
="",="(1.08)",="",="",="",="",=""

="Portugal # year",="0.0181***",="",="",="",="",=""
="",="(3.65)",="",="",="",="",=""

="Suisse # year",="0.0202***",="",="",="",="",=""
="",="(4.19)",="",="",="",="",=""

="États-Unis d'Amérique # year",="0.0566***",="",="",="",="",=""
="",="(5.22)",="",="",="",="",=""

="Allemagne # Coffee",="",="0",="0",="",="0",="0"
="",="",="(.)",="(.)",="",="(.)",="(.)"

="Allemagne # Eau de vie",="",="-189.0",="-187.1",="",="231.4",="239.3"
="",="",="(-1.38)",="(-1.36)",="",="(0.97)",="(1.01)"

="Allemagne # Other",="",="-87.06",="-85.12",="",="38.89",="39.18"
="",="",="(-0.64)",="(-0.62)",="",="(0.16)",="(0.16)"

="Allemagne # Sugar",="",="-180.7",="-180.5",="",="342.0",="341.5"
="",="",="(-1.29)",="(-1.28)",="",="(1.38)",="(1.38)"

="Allemagne # Wine",="",="-39.64",="-37.70",="",="807.3***",="808.7***"
="",="",="(-0.29)",="(-0.27)",="",="(3.40)",="(3.40)"

="Angleterre # Coffee",="",="-96.09",="-53.96",="",="-69.92",="-76.08"
="",="",="(-0.68)",="(-0.38)",="",="(-0.50)",="(-0.54)"

="Angleterre # Eau de vie",="",="-86.04",="-37.27",="",="361.8",="364.5"
="",="",="(-0.62)",="(-0.27)",="",="(1.52)",="(1.53)"

="Angleterre # Other",="",="82.09",="133.5",="",="239.5",="237.6"
="",="",="(0.59)",="(0.96)",="",="(1.01)",="(1.00)"

="Angleterre # Sugar",="",="62.62",="104.8",="",="595.2*",="595.7*"
="",="",="(0.45)",="(0.75)",="",="(2.41)",="(2.41)"

="Angleterre # Wine",="",="10.15",="58.67",="",="883.1***",="877.7***"
="",="",="(0.07)",="(0.42)",="",="(3.70)",="(3.68)"

="Espagne # Coffee",="",="-72.43",="-34.20",="",="-15.26",="-14.86"
="",="",="(-0.52)",="(-0.25)",="",="(-0.11)",="(-0.11)"

="Espagne # Eau de vie",="",="43.23",="80.72",="",="518.4*",="526.3*"
="",="",="(0.32)",="(0.59)",="",="(2.18)",="(2.21)"

="Espagne # Other",="",="-105.3",="-67.78",="",="75.50",="75.79"
="",="",="(-0.77)",="(-0.49)",="",="(0.32)",="(0.32)"

="Espagne # Sugar",="",="-157.1",="-119.6",="",="423.1",="422.7"
="",="",="(-1.14)",="(-0.87)",="",="(1.72)",="(1.72)"

="Espagne # Wine",="",="-76.63",="-39.14",="",="825.1***",="826.5***"
="",="",="(-0.56)",="(-0.28)",="",="(3.47)",="(3.47)"

="Flandre et autres états de l'Empereur # Coffee",="",="255.4",="270.5",="",="318.9*",="312.4*"
="",="",="(1.76)",="(1.85)",="",="(2.19)",="(2.14)"

="Flandre et autres états de l'Empereur # Eau de vie",="",="81.79",="98.71",="",="564.0*",="566.1*"
="",="",="(0.59)",="(0.70)",="",="(2.36)",="(2.36)"

="Flandre et autres états de l'Empereur # Other",="",="-1.969",="24.73",="",="186.6",="186.9"
="",="",="(-0.01)",="(0.18)",="",="(0.79)",="(0.79)"

="Flandre et autres états de l'Empereur # Sugar",="",="593.1***",="618.4***",="",="1183.3***",="1183.0***"
="",="",="(4.09)",="(4.24)",="",="(4.72)",="(4.72)"

="Flandre et autres états de l'Empereur # Wine",="",="428.0**",="445.1**",="",="1330.0***",="1325.5***"
="",="",="(3.11)",="(3.22)",="",="(5.59)",="(5.56)"

="Hollande # Coffee",="",="-8.486",="-7.707",="",="-20.43",="-18.02"
="",="",="(-0.06)",="(-0.06)",="",="(-0.15)",="(-0.13)"

="Hollande # Eau de vie",="",="56.71",="58.18",="",="468.8*",="478.5*"
="",="",="(0.41)",="(0.42)",="",="(1.97)",="(2.01)"

="Hollande # Other",="",="-5.311",="-3.842",="",="108.6",="109.6"
="",="",="(-0.04)",="(-0.03)",="",="(0.46)",="(0.46)"

="Hollande # Sugar",="",="291.5*",="293.0*",="",="810.1**",="809.6**"
="",="",="(2.11)",="(2.11)",="",="(3.28)",="(3.28)"

="Hollande # Wine",="",="-15.74",="-14.27",="",="818.7***",="821.5***"
="",="",="(-0.11)",="(-0.10)",="",="(3.44)",="(3.45)"

="Italie # Coffee",="",="62.88",="65.77",="",="53.56",="53.96"
="",="",="(0.46)",="(0.48)",="",="(0.39)",="(0.39)"

="Italie # Eau de vie",="",="-121.2",="-117.7",="",="289.6",="297.6"
="",="",="(-0.88)",="(-0.85)",="",="(1.22)",="(1.25)"

="Italie # Other",="",="-53.52",="-50.02",="",="62.92",="63.21"
="",="",="(-0.39)",="(-0.36)",="",="(0.26)",="(0.27)"

="Italie # Sugar",="",="-18.12",="-14.61",="",="497.8*",="497.4*"
="",="",="(-0.13)",="(-0.11)",="",="(2.02)",="(2.02)"

="Italie # Wine",="",="-45.07",="-41.57",="",="792.4***",="793.7***"
="",="",="(-0.33)",="(-0.30)",="",="(3.33)",="(3.34)"

="Levant et Barbarie # Coffee",="",="409.2**",="431.7**",="",="418.6**",="417.7**"
="",="",="(2.91)",="(3.06)",="",="(2.98)",="(2.97)"

="Levant et Barbarie # Eau de vie",="",="-204.4",="-182.5",="",="227.0",="232.7"
="",="",="(-1.46)",="(-1.30)",="",="(0.95)",="(0.97)"

="Levant et Barbarie # Other",="",="-71.53",="-48.37",="",="63.95",="64.39"
="",="",="(-0.52)",="(-0.35)",="",="(0.27)",="(0.27)"

="Levant et Barbarie # Sugar",="",="-44.73",="-21.09",="",="489.9*",="489.4*"
="",="",="(-0.32)",="(-0.15)",="",="(1.98)",="(1.98)"

="Levant et Barbarie # Wine",="",="-70.87",="-48.78",="",="785.0***",="784.7**"
="",="",="(-0.51)",="(-0.35)",="",="(3.29)",="(3.29)"

="Nord # Coffee",="",="-165.2",="-153.0",="",="-169.3",="-167.4"
="",="",="(-1.19)",="(-1.10)",="",="(-1.22)",="(-1.21)"

="Nord # Eau de vie",="",="-168.9",="-156.6",="",="248.1",="256.0"
="",="",="(-1.23)",="(-1.14)",="",="(1.04)",="(1.08)"

="Nord # Other",="",="-63.66",="-51.38",="",="58.92",="59.21"
="",="",="(-0.46)",="(-0.37)",="",="(0.25)",="(0.25)"

="Nord # Sugar",="",="101.1",="114.0",="",="625.3*",="625.2*"
="",="",="(0.73)",="(0.82)",="",="(2.54)",="(2.54)"

="Nord # Wine",="",="-80.49",="-68.21",="",="763.1**",="764.5**"
="",="",="(-0.59)",="(-0.50)",="",="(3.21)",="(3.21)"

="Portugal # Coffee",="",="-194.6",="-144.4",="",="-147.5",="-146.7"
="",="",="(-1.36)",="(-1.01)",="",="(-1.03)",="(-1.02)"

="Portugal # Eau de vie",="",="-190.5",="-144.6",="",="277.0",="280.0"
="",="",="(-1.34)",="(-1.01)",="",="(1.15)",="(1.16)"

="Portugal # Other",="",="40.25",="94.45",="",="210.0",="210.4"
="",="",="(0.29)",="(0.68)",="",="(0.88)",="(0.88)"

="Portugal # Sugar",="",="-174.1",="-122.9",="",="390.8",="390.6"
="",="",="(-1.22)",="(-0.86)",="",="(1.57)",="(1.57)"

="Portugal # Wine",="",="27.96",="80.44",="",="917.4***",="917.7***"
="",="",="(0.20)",="(0.58)",="",="(3.84)",="(3.84)"

="Suisse # Coffee",="",="-81.02",="-69.23",="",="-89.09",="-88.99"
="",="",="(-0.58)",="(-0.49)",="",="(-0.64)",="(-0.64)"

="Suisse # Eau de vie",="",="-359.0**",="-346.3*",="",="53.63",="61.57"
="",="",="(-2.62)",="(-2.52)",="",="(0.23)",="(0.26)"

="Suisse # Other",="",="-72.21",="-59.52",="",="46.03",="46.32"
="",="",="(-0.53)",="(-0.43)",="",="(0.19)",="(0.19)"

="Suisse # Sugar",="",="140.2",="151.3",="",="657.2**",="656.6**"
="",="",="(1.01)",="(1.08)",="",="(2.66)",="(2.65)"

="Suisse # Wine",="",="-216.1",="-203.4",="",="623.1**",="624.5**"
="",="",="(-1.58)",="(-1.48)",="",="(2.62)",="(2.63)"

="États-Unis d'Amérique # Coffee",="",="-499.1",="-487.8",="",="-467.8",="-483.9"
="",="",="(-1.94)",="(-1.89)",="",="(-1.81)",="(-1.87)"

="États-Unis d'Amérique # Eau de vie",="",="-429.8",="-418.9",="",="0",="0"
="",="",="(-1.81)",="(-1.75)",="",="(.)",="(.)"

="États-Unis d'Amérique # Other",="",="-230.3",="-219.4",="",="0",="0"
="",="",="(-0.97)",="(-0.92)",="",="(.)",="(.)"

="États-Unis d'Amérique # Sugar",="",="-498.5*",="-488.6*",="",="0",="0"
="",="",="(-2.03)",="(-1.98)",="",="(.)",="(.)"

="États-Unis d'Amérique # Wine",="",="-925.1***",="-914.1***",="",="0",="0"
="",="",="(-3.89)",="(-3.82)",="",="(.)",="(.)"

="Allemagne # Coffee # year",="",="-0.0202",="-0.00875",="",="-0.0203",="-0.0163"
="",="",="(-0.36)",="(-0.16)",="",="(-0.36)",="(-0.29)"

="Allemagne # Eau de vie # year",="",="0.0890",="0.0994",="",="0.117*",="0.115*"
="",="",="(1.67)",="(1.86)",="",="(2.16)",="(2.12)"

="Allemagne # Other # year",="",="0.0383",="0.0486",="",="0.0368",="0.0336"
="",="",="(0.72)",="(0.91)",="",="(0.68)",="(0.62)"

="Allemagne # Sugar # year",="",="0.0801",="0.0914",="",="0.0977",="0.0985"
="",="",="(1.43)",="(1.63)",="",="(1.72)",="(1.73)"

="Allemagne # Wine # year",="",="0.00831",="0.0187",="",="0.0113",="0.00496"
="",="",="(0.16)",="(0.35)",="",="(0.21)",="(0.09)"

="Angleterre # Coffee # year",="",="0.0325",="0.0203",="",="0.0165",="0.0239"
="",="",="(0.58)",="(0.36)",="",="(0.29)",="(0.42)"

="Angleterre # Eau de vie # year",="",="0.0292",="0.0133",="",="0.0402",="0.0409"
="",="",="(0.53)",="(0.24)",="",="(0.72)",="(0.74)"

="Angleterre # Other # year",="",="-0.0576",="-0.0750",="",="-0.0781",="-0.0801"
="",="",="(-1.06)",="(-1.38)",="",="(-1.43)",="(-1.46)"

="Angleterre # Sugar # year",="",="-0.0557",="-0.0679",="",="-0.0448",="-0.0446"
="",="",="(-1.00)",="(-1.22)",="",="(-0.80)",="(-0.79)"

="Angleterre # Wine # year",="",="-0.0228",="-0.0386",="",="-0.0358",="-0.0382"
="",="",="(-0.41)",="(-0.70)",="",="(-0.64)",="(-0.69)"

="Espagne # Coffee # year",="",="0.0230",="0.0127",="",="-0.00951",="-0.00578"
="",="",="(0.42)",="(0.23)",="",="(-0.17)",="(-0.11)"

="Espagne # Eau de vie # year",="",="-0.0377",="-0.0475",="",="-0.0409",="-0.0432"
="",="",="(-0.71)",="(-0.89)",="",="(-0.76)",="(-0.80)"

="Espagne # Other # year",="",="0.0490",="0.0392",="",="0.0165",="0.0133"
="",="",="(0.92)",="(0.73)",="",="(0.31)",="(0.25)"

="Espagne # Sugar # year",="",="0.0707",="0.0609",="",="0.0558",="0.0565"
="",="",="(1.32)",="(1.14)",="",="(1.03)",="(1.04)"

="Espagne # Wine # year",="",="0.0304",="0.0206",="",="0.00232",="-0.00400"
="",="",="(0.57)",="(0.38)",="",="(0.04)",="(-0.07)"

="Flandre et autres états de l'Empereur # Coffee # year",="",="-0.165**",="-0.162**",="",="-0.201***",="-0.194**"
="",="",="(-2.75)",="(-2.69)",="",="(-3.32)",="(-3.19)"

="Flandre et autres états de l'Empereur # Eau de vie # year",="",="-0.0662",="-0.0644",="",="-0.0737",="-0.0726"
="",="",="(-1.20)",="(-1.16)",="",="(-1.32)",="(-1.30)"

="Flandre et autres états de l'Empereur # Other # year",="",="-0.0101",="-0.0139",="",="-0.0474",="-0.0505"
="",="",="(-0.19)",="(-0.26)",="",="(-0.87)",="(-0.93)"

="Flandre et autres états de l'Empereur # Sugar # year",="",="-0.352***",="-0.354***",="",="-0.372***",="-0.372***"
="",="",="(-5.88)",="(-5.91)",="",="(-6.17)",="(-6.16)"

="Flandre et autres états de l'Empereur # Wine # year",="",="-0.256***",="-0.254***",="",="-0.285***",="-0.288***"
="",="",="(-4.74)",="(-4.69)",="",="(-5.20)",="(-5.26)"

="Hollande # Coffee # year",="",="-0.0145",="-0.00354",="",="-0.00798",="-0.00538"
="",="",="(-0.27)",="(-0.06)",="",="(-0.14)",="(-0.10)"

="Hollande # Eau de vie # year",="",="-0.0465",="-0.0359",="",="-0.0141",="-0.0174"
="",="",="(-0.86)",="(-0.66)",="",="(-0.26)",="(-0.32)"

="Hollande # Other # year",="",="-0.00792",="0.00270",="",="-0.00265",="-0.00627"
="",="",="(-0.15)",="(0.05)",="",="(-0.05)",="(-0.11)"

="Hollande # Sugar # year",="",="-0.179***",="-0.168**",="",="-0.159**",="-0.158**"
="",="",="(-3.29)",="(-3.09)",="",="(-2.89)",="(-2.88)"

="Hollande # Wine # year",="",="-0.00526",="0.00536",="",="0.00468",="-0.00243"
="",="",="(-0.10)",="(0.10)",="",="(0.09)",="(-0.04)"

="Italie # Coffee # year",="",="-0.0520",="-0.0422",="",="-0.0470",="-0.0432"
="",="",="(-0.96)",="(-0.78)",="",="(-0.86)",="(-0.79)"

="Italie # Eau de vie # year",="",="0.0516",="0.0611",="",="0.0846",="0.0824"
="",="",="(0.96)",="(1.14)",="",="(1.56)",="(1.52)"

="Italie # Other # year",="",="0.0198",="0.0292",="",="0.0236",="0.0204"
="",="",="(0.37)",="(0.54)",="",="(0.44)",="(0.38)"

="Italie # Sugar # year",="",="-0.00761",="0.00186",="",="0.0138",="0.0145"
="",="",="(-0.14)",="(0.03)",="",="(0.25)",="(0.27)"

="Italie # Wine # year",="",="0.0117",="0.0212",="",="0.0199",="0.0136"
="",="",="(0.22)",="(0.39)",="",="(0.37)",="(0.25)"

="Levant et Barbarie # Coffee # year",="",="-0.245***",="-0.247***",="",="-0.251***",="-0.247***"
="",="",="(-4.40)",="(-4.41)",="",="(-4.45)",="(-4.38)"

="Levant et Barbarie # Eau de vie # year",="",="0.0913",="0.0903",="",="0.113*",="0.112*"
="",="",="(1.65)",="(1.62)",="",="(2.01)",="(1.99)"

="Levant et Barbarie # Other # year",="",="0.0292",="0.0275",="",="0.0222",="0.0189"
="",="",="(0.54)",="(0.51)",="",="(0.40)",="(0.34)"

="Levant et Barbarie # Sugar # year",="",="0.00351",="0.00157",="",="0.0143",="0.0150"
="",="",="(0.06)",="(0.03)",="",="(0.26)",="(0.27)"

="Levant et Barbarie # Wine # year",="",="0.0228",="0.0217",="",="0.0205",="0.0151"
="",="",="(0.42)",="(0.40)",="",="(0.37)",="(0.27)"

="Nord # Coffee # year",="",="0.0728",="0.0774",="",="0.0749",="0.0778"
="",="",="(1.34)",="(1.42)",="",="(1.36)",="(1.41)"

="Nord # Eau de vie # year",="",="0.0768",="0.0813",="",="0.106*",="0.104"
="",="",="(1.44)",="(1.52)",="",="(1.97)",="(1.92)"

="Nord # Other # year",="",="0.0249",="0.0294",="",="0.0252",="0.0220"
="",="",="(0.47)",="(0.55)",="",="(0.47)",="(0.41)"

="Nord # Sugar # year",="",="-0.0744",="-0.0703",="",="-0.0578",="-0.0572"
="",="",="(-1.38)",="(-1.30)",="",="(-1.06)",="(-1.05)"

="Nord # Wine # year",="",="0.0298",="0.0343",="",="0.0345",="0.0282"
="",="",="(0.56)",="(0.64)",="",="(0.64)",="(0.52)"

="Portugal # Coffee # year",="",="0.0869",="0.0700",="",="0.0590",="0.0625"
="",="",="(1.50)",="(1.21)",="",="(1.01)",="(1.07)"

="Portugal # Eau de vie # year",="",="0.0857",="0.0712",="",="0.0856",="0.0861"
="",="",="(1.50)",="(1.24)",="",="(1.48)",="(1.49)"

="Portugal # Other # year",="",="-0.0336",="-0.0527",="",="-0.0609",="-0.0642"
="",="",="(-0.62)",="(-0.96)",="",="(-1.11)",="(-1.16)"

="Portugal # Sugar # year",="",="0.0754",="0.0578",="",="0.0677",="0.0684"
="",="",="(1.31)",="(1.00)",="",="(1.16)",="(1.17)"

="Portugal # Wine # year",="",="-0.0313",="-0.0495",="",="-0.0535",="-0.0592"
="",="",="(-0.57)",="(-0.90)",="",="(-0.97)",="(-1.07)"

="Suisse # Coffee # year",="",="0.0266",="0.0314",="",="0.0309",="0.0348"
="",="",="(0.48)",="(0.57)",="",="(0.55)",="(0.62)"

="Suisse # Eau de vie # year",="",="0.181***",="0.186***",="",="0.214***",="0.211***"
="",="",="(3.40)",="(3.46)",="",="(3.95)",="(3.91)"

="Suisse # Other # year",="",="0.0295",="0.0338",="",="0.0323",="0.0291"
="",="",="(0.55)",="(0.63)",="",="(0.60)",="(0.54)"

="Suisse # Sugar # year",="",="-0.0983",="-0.0931",="",="-0.0775",="-0.0767"
="",="",="(-1.78)",="(-1.68)",="",="(-1.39)",="(-1.37)"

="Suisse # Wine # year",="",="0.105*",="0.109*",="",="0.112*",="0.106*"
="",="",="(1.97)",="(2.04)",="",="(2.08)",="(1.96)"

="États-Unis d'Amérique # Coffee # year",="",="0.256",="0.261*",="",="0.238",="0.251"
="",="",="(1.94)",="(1.97)",="",="(1.78)",="(1.88)"

="États-Unis d'Amérique # Eau de vie # year",="",="0.219",="0.224",="",="0.241*",="0.243*"
="",="",="(1.82)",="(1.86)",="",="(1.98)",="(2.00)"

="États-Unis d'Amérique # Other # year",="",="0.117",="0.122",="",="0.0576",="0.0546"
="",="",="(0.97)",="(1.01)",="",="(0.47)",="(0.45)"

="États-Unis d'Amérique # Sugar # year",="",="0.256*",="0.262*",="",="0.287*",="0.288*"
="",="",="(2.05)",="(2.09)",="",="(2.27)",="(2.27)"

="États-Unis d'Amérique # Wine # year",="",="0.496***",="0.501***",="",="0.455***",="0.450***"
="",="",="(4.13)",="(4.15)",="",="(3.75)",="(3.70)"

="Coffee # 0",="",="",="",="0",="0",="0"
="",="",="",="",="(.)",="(.)",="(.)"

="Coffee # Blockade",="",="",="",="-0.968",="-5.860**",="-1.993"
="",="",="",="",="(-1.81)",="(-3.08)",="(-1.61)"

="Coffee # Mercantilist_War",="",="",="",="-0.621",="1.099",="1.545"
="",="",="",="",="(-1.88)",="(0.95)",="(1.87)"

="Eau de vie # 0",="",="",="",="0",="-469.5",="-466.4"
="",="",="",="",="(.)",="(-1.95)",="(-1.93)"

="Eau de vie # Blockade",="",="",="",="-0.00225",="-478.4*",="-471.5"
="",="",="",="",="(-0.00)",="(-1.98)",="(-1.95)"

="Eau de vie # Mercantilist_War",="",="",="",="0.147",="-467.7",="-465.3"
="",="",="",="",="(0.45)",="(-1.94)",="(-1.93)"

="Other # 0",="",="",="",="0",="-122.5",="-110.0"
="",="",="",="",="(.)",="(-0.51)",="(-0.46)"

="Other # Blockade",="",="",="",="-0.0523",="-126.1",="-112.1"
="",="",="",="",="(-0.10)",="(-0.52)",="(-0.46)"

="Other # Mercantilist_War",="",="",="",="-0.0431",="-122.7",="-111.1"
="",="",="",="",="(-0.13)",="(-0.51)",="(-0.46)"

="Sugar # 0",="",="",="",="0",="-554.5*",="-548.3*"
="",="",="",="",="(.)",="(-2.22)",="(-2.20)"

="Sugar # Blockade",="",="",="",="-1.043",="-557.7*",="-551.8*"
="",="",="",="",="(-1.96)",="(-2.23)",="(-2.21)"

="Sugar # Mercantilist_War",="",="",="",="-0.433",="-552.4*",="-546.0*"
="",="",="",="",="(-1.31)",="(-2.21)",="(-2.19)"

="Wine # 0",="",="",="",="0",="-851.7***",="-834.8***"
="",="",="",="",="(.)",="(-3.53)",="(-3.46)"

="Wine # Blockade",="",="",="",="-0.138",="-856.6***",="-836.7***"
="",="",="",="",="(-0.26)",="(-3.55)",="(-3.47)"

="Wine # Mercantilist_War",="",="",="",="-0.0835",="-850.2***",="-835.0***"
="",="",="",="",="(-0.25)",="(-3.52)",="(-3.46)"

="Coffee # 0 # year_of_war",="",="",="",="0",="0",=""
="",="",="",="",="(.)",="(.)",=""

="Coffee # Blockade # year_of_war",="",="",="",="0.0648",="1.116**",=""
="",="",="",="",="(0.55)",="(2.71)",=""

="Coffee # Mercantilist_War # year_of_war",="",="",="",="0.0730",="0.142",=""
="",="",="",="",="(0.96)",="(0.53)",=""

="Eau de vie # 0 # year_of_war",="",="",="",="0",="0",=""
="",="",="",="",="(.)",="(.)",=""

="Eau de vie # Blockade # year_of_war",="",="",="",="-0.107",="1.019*",=""
="",="",="",="",="(-0.91)",="(2.46)",=""

="Eau de vie # Mercantilist_War # year_of_war",="",="",="",="0.00304",="-0.275",=""
="",="",="",="",="(0.04)",="(-1.03)",=""

="Other # 0 # year_of_war",="",="",="",="0",="0",=""
="",="",="",="",="(.)",="(.)",=""

="Other # Blockade # year_of_war",="",="",="",="-0.00901",="0.403",=""
="",="",="",="",="(-0.08)",="(1.00)",=""

="Other # Mercantilist_War # year_of_war",="",="",="",="-0.0144",="-0.302",=""
="",="",="",="",="(-0.19)",="(-1.17)",=""

="Sugar # 0 # year_of_war",="",="",="",="0",="0",=""
="",="",="",="",="(.)",="(.)",=""

="Sugar # Blockade # year_of_war",="",="",="",="0.0506",="-0.0787",=""
="",="",="",="",="(0.43)",="(-0.19)",=""

="Sugar # Mercantilist_War # year_of_war",="",="",="",="0.0370",="0.0649",=""
="",="",="",="",="(0.49)",="(0.24)",=""

="Wine # 0 # year_of_war",="",="",="",="0",="0",=""
="",="",="",="",="(.)",="(.)",=""

="Wine # Blockade # year_of_war",="",="",="",="0.0193",="0.789",=""
="",="",="",="",="(0.16)",="(1.93)",=""

="Wine # Mercantilist_War # year_of_war",="",="",="",="0.0129",="-0.583*",=""
="",="",="",="",="(0.17)",="(-2.20)",=""

="Coffee",="",="",="",="0",="",=""
="",="",="",="",="(.)",="",=""

="Eau de vie",="",="",="",="-56.71***",="",=""
="",="",="",="",="(-4.03)",="",=""

="Other",="",="",="",="-25.14",="",=""
="",="",="",="",="(-1.79)",="",=""

="Sugar",="",="",="",="-0.728",="",=""
="",="",="",="",="(-0.05)",="",=""

="Wine",="",="",="",="-37.93**",="",=""
="",="",="",="",="(-2.69)",="",=""

="Coffee # year",="",="",="",="-0.00389",="",=""
="",="",="",="",="(-0.68)",="",=""

="Eau de vie # year",="",="",="",="0.0277***",="",=""
="",="",="",="",="(5.06)",="",=""

="Other # year",="",="",="",="0.0120*",="",=""
="",="",="",="",="(2.19)",="",=""

="Sugar # year",="",="",="",="-0.00322",="",=""
="",="",="",="",="(-0.59)",="",=""

="Wine # year",="",="",="",="0.0177**",="",=""
="",="",="",="",="(3.23)",="",=""

="Constant",="-31.44***",="22.81",="2.573",="11.29",="23.27",="16.21"
="",="(-3.71)",="(0.23)",="(0.03)",="(1.11)",="(0.23)",="(0.16)"

="Observations",="539",="5277",="5277",="259",="5277",="5277"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
